gene_id,E000,E003,E004,E005,E006,E007,E011,E012,E013,E016,E024,E027,E028,E037,E038,E047,E050,E053,E054,E055,E056,E057,E058,E059,E061,E062,E065,E066,E070,E071,E079,E082,E084,E085,E087,E094,E095,E096,E097,E098,E100,E104,E105,E106,E109,E112,E113,E114,E116,E117,E118,E119,E120,E122,E123,E127,E128
ENSG00000177800,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.009,0.0,0.0,0.0,0.004,0.009,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.004,0.012,0.0,0.0,0.369,0.0,0.0,0.0,0.0,0.015,0.03,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177807,0.943,1.061,0.296,0.065,0.0,0.082,1.411,0.043,0.081,0.383,1.297,0.008,0.052,0.017,0.057,0.009,0.034,50.832,41.882,0.0,0.0,0.0,0.0,0.33,0.107,0.042,0.0,1.416,21.584,75.311,0.016,1.892,0.143,0.158,0.009,0.122,0.024,0.063,0.012,0.01,0.015,0.05,0.022,0.792,0.085,0.083,2.59,0.0,0.041,0.0,7.969,0.003,0.007,0.001,0.004,0.0,0.001
ENSG00000177830,14.741,13.449,7.727,7.915,9.924,8.22,11.565,10.411,10.919,9.924,15.982,9.36,12.406,4.101,4.936,5.626,9.885,16.111,16.101,17.509,30.443,25.887,11.507,37.362,18.855,4.678,8.356,17.408,13.629,9.824,8.668,11.893,11.336,13.264,22.169,12.528,9.202,11.547,15.33,21.4,4.904,10.611,11.806,10.092,13.623,7.429,16.265,9.688,4.48,4.396,22.43,8.499,12.087,18.78,10.925,5.222,8.669
ENSG00000177842,2.132,7.867,6.717,1.779,0.307,9.669,6.338,10.199,2.274,8.837,7.368,2.038,0.424,1.151,1.269,1.693,3.784,1.573,2.669,0.744,0.358,0.317,0.376,0.257,0.563,1.088,2.819,1.126,2.608,2.324,0.817,2.91,4.091,4.129,3.614,2.165,1.352,2.83,1.677,3.498,1.295,1.666,1.413,1.386,1.987,2.139,2.089,2.071,1.117,0.233,2.043,0.281,0.575,0.868,1.38,0.244,0.321
ENSG00000177854,5.171,4.656,1.203,3.911,4.77,5.777,3.207,4.155,5.072,2.503,3.067,3.489,5.894,2.28,2.439,2.29,3.451,4.733,4.72,3.231,5.244,4.76,3.749,9.696,8.43,2.187,3.1,7.469,4.209,5.974,5.738,3.49,3.046,3.957,9.082,7.226,4.99,3.494,10.133,6.21,4.044,6.601,6.72,6.911,8.437,6.577,8.061,8.956,3.206,5.059,6.581,4.577,5.122,16.067,6.598,8.194,3.408
ENSG00000177868,11.002,24.586,24.325,22.252,18.737,53.429,25.607,27.466,25.08,25.164,13.853,5.292,4.133,8.672,11.439,7.616,16.931,8.337,10.045,8.459,6.475,6.807,7.792,3.69,8.963,8.312,26.026,8.937,54.462,12.428,10.642,37.451,13.848,12.828,10.23,20.302,13.04,20.27,25.482,9.082,12.086,15.447,18.601,11.888,14.438,33.199,24.515,8.495,10.561,7.131,12.643,4.62,12.798,8.013,20.577,6.04,10.039
ENSG00000177873,2.129,2.69,2.743,1.454,1.168,3.411,0.951,1.489,0.717,0.877,0.627,0.793,1.24,2.544,2.913,3.165,4.944,1.943,2.244,3.1,1.836,2.002,2.215,1.767,2.24,2.828,0.673,1.232,1.935,1.787,1.305,1.195,3.288,3.042,1.533,2.083,1.657,1.112,2.265,1.655,1.917,1.375,1.25,1.967,1.747,1.345,2.59,2.732,3.86,3.521,0.82,1.719,1.36,1.858,5.582,2.105,1.919
ENSG00000177875,0.477,1.256,0.213,0.225,3.048,2.937,9.443,4.072,2.914,1.267,0.565,2.01,0.05,0.319,0.147,0.04,0.583,21.255,23.951,1.425,0.3,1.976,0.357,0.903,0.324,0.135,0.783,0.756,18.827,8.033,1.513,51.418,2.143,0.179,4.535,1.9,0.753,0.746,3.78,1.142,0.355,0.585,1.318,0.788,2.134,0.202,0.525,2.026,0.016,0.0,0.0,0.243,0.155,0.318,0.0,0.295,0.221
ENSG00000177879,28.728,15.026,20.131,18.599,33.124,21.698,18.378,21.0,22.402,24.285,16.757,12.626,38.077,13.749,11.136,11.473,23.857,8.861,8.841,23.452,25.94,29.02,29.166,13.553,25.949,15.27,131.67,24.435,20.82,36.403,28.697,22.818,26.336,31.373,14.904,51.855,12.92,26.005,36.485,16.376,7.811,29.27,15.951,21.659,25.383,34.599,27.246,23.552,68.827,10.709,17.517,22.601,21.12,9.929,19.294,36.037,41.345
ENSG00000177885,45.073,40.145,49.748,39.553,39.903,33.466,38.263,31.968,29.624,36.921,26.892,27.895,32.04,58.522,48.58,54.093,47.947,32.039,33.596,31.185,37.075,33.849,31.259,32.808,42.63,94.604,46.591,28.556,32.035,45.986,39.044,68.31,37.708,39.012,24.582,55.486,37.444,49.405,39.771,20.682,37.029,51.551,41.104,70.799,57.542,56.223,112.575,39.559,61.207,33.756,50.673,43.561,42.908,40.132,49.931,36.58,40.121
ENSG00000177888,3.282,1.958,1.21,3.599,5.274,5.227,5.012,5.588,4.343,3.011,2.439,2.134,5.849,5.834,4.718,5.195,5.925,5.097,5.847,2.995,1.493,0.988,6.166,1.563,3.915,3.268,5.63,0.469,6.204,1.281,1.629,7.816,9.816,10.49,7.678,2.94,2.211,0.662,3.013,0.697,8.084,1.077,0.983,1.565,1.935,1.087,1.08,10.268,5.909,10.131,1.663,4.129,5.92,1.371,5.833,4.73,7.997
ENSG00000177889,28.637,42.25,61.448,28.52,22.172,45.079,36.16,31.648,26.456,50.021,32.786,30.984,23.663,27.91,32.892,26.811,23.907,20.628,24.348,15.45,22.122,26.914,30.398,27.812,32.907,18.299,28.268,15.767,27.082,20.229,20.073,29.282,20.373,16.924,20.361,34.915,25.285,29.291,16.414,13.564,25.403,30.634,25.235,28.971,25.442,35.65,39.897,31.598,79.764,46.189,37.885,28.094,29.252,16.109,65.328,36.879,30.113
ENSG00000177917,19.443,17.829,21.793,12.114,6.659,37.562,30.91,29.956,21.831,22.186,23.843,9.037,6.911,8.185,6.674,6.456,16.557,12.474,13.578,9.525,15.061,11.844,13.337,5.997,9.58,7.528,7.974,3.487,26.346,6.337,5.016,4.895,8.537,8.106,4.797,5.7,2.931,4.706,9.674,2.91,3.45,3.46,3.274,5.928,6.824,8.936,9.629,25.54,34.994,24.876,28.786,11.768,11.421,21.072,39.566,12.515,13.24
ENSG00000177932,2.313,3.232,2.974,3.078,1.75,7.999,2.838,6.463,2.06,3.273,5.212,2.696,3.432,3.49,6.138,5.442,9.053,4.444,4.959,3.041,1.161,0.752,2.35,0.49,1.804,2.352,1.682,0.943,5.519,1.871,2.404,8.265,4.42,3.807,1.957,1.909,1.837,1.638,5.111,1.888,3.272,2.056,2.08,1.499,1.336,2.986,2.632,1.895,0.016,0.0,0.005,1.683,4.119,1.661,0.01,2.303,3.621
ENSG00000177938,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.035,0.0,0.0,0.0,0.0,0.299,0.0,0.0,0.149,0.0,0.029,0.103,0.107,5.526,0.0,0.032,0.0,1.554,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.038,0.0
ENSG00000177943,9.363,2.908,3.471,3.947,3.999,6.142,5.329,4.753,6.512,3.628,3.317,2.414,1.361,1.908,2.09,2.687,1.121,5.203,5.744,4.73,2.683,3.077,1.414,1.563,1.314,2.395,3.347,5.852,10.977,8.753,7.171,7.179,350.629,550.225,5.722,5.596,7.021,7.127,2.554,50.004,2.691,5.864,17.346,16.057,7.324,10.646,24.754,1.723,1.635,1.269,8.455,2.585,1.124,4.795,2.529,1.157,0.656
ENSG00000177946,9.383,5.99,7.173,4.796,3.791,6.263,5.63,8.502,4.257,7.65,5.305,5.152,5.877,1.417,1.233,1.351,4.728,9.913,10.859,12.041,7.225,5.674,5.437,6.891,9.877,1.854,5.616,8.489,3.249,13.608,4.864,9.959,4.445,5.031,8.36,9.339,5.545,5.968,7.112,5.51,15.886,7.461,5.317,6.286,6.514,8.148,9.834,7.634,3.093,7.473,11.882,6.893,6.379,3.756,12.751,3.263,6.931
ENSG00000177947,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.12,0.423,0.342,0.04,0.079,0.091,0.007,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.005,0.058,0.018,0.027,0.0,0.0,0.008,0.012,0.027,0.112,0.0,0.022,0.015,0.012,0.008,0.027,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0
ENSG00000177951,26.661,13.355,19.189,26.786,34.221,11.716,11.54,11.748,24.015,12.881,15.842,21.681,36.246,43.554,59.087,48.059,18.175,19.665,19.45,40.169,54.591,37.403,24.161,28.327,31.802,37.982,23.087,18.793,11.033,13.9,19.136,14.727,24.093,28.041,46.413,31.266,15.362,26.615,41.922,31.124,11.456,16.097,16.848,30.728,28.996,20.412,25.522,28.502,22.282,18.056,48.749,39.583,37.924,63.099,62.559,25.096,37.795
ENSG00000177963,22.298,12.485,27.023,27.735,25.21,15.955,19.475,15.31,20.096,15.977,13.381,24.731,22.139,34.353,24.899,31.445,14.568,28.383,27.785,38.081,49.693,57.637,35.163,28.07,22.286,33.789,16.575,10.707,21.932,14.147,18.712,26.861,13.81,13.043,15.252,28.262,25.747,21.38,20.563,20.52,20.131,15.597,26.949,21.434,21.983,19.299,22.656,21.828,20.479,15.646,20.592,40.128,39.25,45.431,26.284,39.4,29.9
ENSG00000177971,34.668,56.345,58.046,18.319,22.585,26.903,18.559,19.006,10.593,35.645,36.701,28.686,23.239,26.186,28.401,28.971,17.407,19.398,19.041,37.685,53.146,65.319,36.149,67.818,42.745,20.618,33.805,63.387,16.985,24.329,34.764,19.381,26.362,32.291,25.53,53.649,33.983,47.11,30.516,25.389,38.665,26.537,39.766,42.947,49.761,51.868,78.166,39.743,36.463,46.042,24.424,64.752,27.619,38.537,37.522,39.598,17.764
ENSG00000177981,7.666,2.43,2.696,4.476,8.534,3.603,5.512,3.646,5.363,3.57,2.4,5.965,5.868,20.681,31.69,28.909,14.002,8.75,10.381,9.191,7.913,6.23,5.481,7.976,13.438,18.143,18.362,15.714,17.109,19.128,9.909,13.957,10.309,10.303,15.344,14.877,19.205,9.119,12.203,7.671,65.207,19.833,17.744,11.45,11.041,15.53,14.469,10.301,17.673,16.38,6.287,8.653,12.92,6.677,9.652,8.111,14.322
ENSG00000177984,4.547,0.12,0.029,0.052,0.0,0.051,0.254,0.096,0.641,0.176,0.15,0.0,0.0,0.031,0.007,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.238,0.019,0.01,0.932,0.005,0.0,2.057,5.754,0.003,0.089,0.283,0.06,0.004,0.0,0.057,0.55,0.535,0.273,0.102,0.085,0.017,0.05,0.011,0.051,10.852,0.0,0.0,0.007,0.052,0.0,0.0
ENSG00000177989,2.089,0.079,0.002,11.083,2.058,8.859,0.554,0.868,2.46,0.172,0.129,12.32,0.324,3.012,0.902,1.126,3.499,0.087,0.102,0.649,0.483,9.039,5.576,4.654,4.215,28.95,17.876,8.617,0.579,2.841,14.802,0.122,1.823,1.748,4.151,18.627,7.826,47.161,3.249,46.223,2.077,10.122,18.326,23.334,18.006,46.755,52.007,0.842,3.49,0.339,2.11,0.097,0.039,0.561,0.0,4.001,0.2
ENSG00000177990,0.951,0.567,0.526,0.195,0.063,1.239,0.445,1.481,0.39,0.552,1.613,0.049,0.046,0.201,0.074,0.044,29.774,1.381,2.981,0.719,0.222,0.095,1.205,0.231,2.166,0.076,1.524,0.083,2.512,2.373,2.329,3.253,2.968,2.074,3.521,0.303,13.687,2.9,6.695,5.397,0.124,16.985,36.998,0.461,0.482,10.255,1.702,1.191,0.372,0.017,0.014,0.009,0.437,0.135,0.025,0.663,0.93
ENSG00000177992,0.0,0.07,0.024,0.002,0.004,0.019,0.014,0.0,0.007,0.027,0.067,0.0,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.013,0.014,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.335,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.004
ENSG00000177994,0.032,0.0,0.0,0.012,0.018,0.104,0.023,0.044,0.026,0.0,0.007,0.028,0.018,0.0,0.0,0.0,0.053,0.0,0.019,0.039,0.02,0.008,0.003,0.04,0.016,0.0,0.0,0.04,0.084,1.111,0.022,0.054,0.022,0.018,0.512,0.0,0.049,0.757,0.186,0.233,0.014,0.064,0.05,0.003,0.032,0.108,0.118,0.031,0.0,0.0,0.006,0.0,0.048,0.004,0.004,0.01,0.04
ENSG00000178015,0.146,0.136,0.048,0.006,0.36,0.215,0.075,0.017,0.064,0.075,0.052,0.075,0.122,1.839,1.321,1.234,0.964,0.142,0.08,0.391,0.195,0.085,0.159,3.443,2.445,1.05,0.056,0.429,0.068,1.399,0.279,0.118,0.601,1.467,4.317,0.625,0.062,0.106,0.059,2.59,0.519,0.089,0.048,0.293,0.159,0.942,0.964,0.118,0.101,0.0,0.026,0.078,0.099,0.24,0.003,0.078,0.249
ENSG00000178021,0.0,0.0,0.002,0.006,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.156,0.201,0.345,0.417,0.016,0.108,0.073,0.03,0.0,0.0,0.0,0.004,0.0,0.222,0.0,0.0,0.022,0.028,0.016,0.16,0.036,0.043,0.01,0.0,0.042,0.034,0.059,0.034,0.044,0.018,0.085,0.007,0.005,0.027,0.01,0.003,0.0,0.0,0.041,0.0,0.012,0.014,1.986,0.0,0.0
ENSG00000178026,4.536,3.642,1.784,2.729,2.225,5.578,7.465,4.466,9.903,4.314,4.837,1.358,3.458,0.347,0.573,0.802,3.333,10.442,9.0,3.034,1.401,4.823,3.602,4.378,5.654,0.795,4.576,6.364,20.297,4.473,8.15,7.593,12.543,13.937,5.58,16.01,1.689,8.226,13.231,82.96,0.577,2.927,3.099,3.307,7.844,3.67,3.498,1.9,0.343,0.19,19.64,2.95,1.939,7.271,1.129,2.68,0.893
ENSG00000178028,9.824,6.962,8.17,6.903,5.057,8.276,9.416,11.577,7.794,10.638,8.504,6.828,5.704,27.409,28.638,26.713,16.602,10.544,12.295,9.776,7.143,8.671,6.268,9.518,8.976,20.116,5.336,8.418,16.852,17.895,10.944,19.015,14.619,14.473,10.81,14.843,8.557,13.553,13.881,40.998,4.679,8.684,11.459,11.352,10.358,25.18,23.709,7.343,12.765,28.105,13.159,7.74,6.955,20.995,13.186,8.609,5.35
ENSG00000178031,1.71,0.286,0.135,0.009,0.16,0.079,0.205,0.394,0.45,0.246,0.102,0.017,0.015,0.003,0.015,0.032,0.003,0.438,0.354,17.457,18.576,0.352,0.21,0.104,0.002,0.004,2.098,0.526,1.002,0.167,0.764,1.326,0.995,0.223,3.374,1.123,0.306,0.277,1.102,0.289,0.039,0.421,0.388,1.269,0.655,0.11,0.254,0.009,0.002,0.024,0.0,0.563,44.764,4.433,0.0,0.256,7.273
ENSG00000178033,0.185,0.166,0.27,0.328,1.919,0.046,1.011,0.723,0.87,0.36,0.108,0.004,0.619,0.0,0.0,0.0,0.003,0.0,0.0,1.398,0.947,0.034,0.027,0.062,0.087,0.02,6.518,0.385,0.029,0.21,0.786,0.022,0.631,0.301,0.313,0.838,1.148,0.568,0.881,0.164,0.684,1.447,1.489,0.529,0.762,0.714,0.909,0.078,0.0,0.001,0.0,0.215,8.501,4.662,0.006,1.548,4.661
ENSG00000178035,120.337,145.376,146.694,90.093,58.266,141.601,85.097,103.013,78.931,103.473,112.268,106.965,95.524,45.867,70.61,64.552,211.172,45.781,39.348,176.376,149.674,93.062,95.161,109.689,71.805,35.336,24.885,30.806,55.523,26.158,60.072,54.091,91.764,93.241,63.432,57.307,38.954,62.847,161.746,61.172,58.059,15.972,48.891,76.926,110.012,37.415,47.926,90.577,85.921,175.868,136.877,124.303,80.988,75.344,176.701,104.071,76.237
ENSG00000178038,1.405,0.928,0.712,4.202,0.186,0.281,0.491,0.193,2.028,0.6,1.135,8.371,50.389,10.351,16.043,2.209,1.138,0.003,0.085,0.059,0.103,7.25,15.612,0.352,0.214,3.988,2.875,1.975,0.197,1.976,71.402,1.089,10.122,11.661,1.504,6.038,9.365,32.52,2.583,45.635,2.3,8.802,17.401,14.353,5.638,10.21,29.586,0.856,0.011,4.741,0.001,24.276,1.399,3.48,0.016,20.383,0.589
ENSG00000178053,4.348,10.569,6.88,2.285,2.336,13.309,10.453,8.164,8.627,9.449,8.247,48.486,5.228,1.117,0.413,0.437,4.909,3.535,5.284,0.825,0.581,1.377,3.459,0.913,2.592,0.366,1.478,1.715,5.47,7.704,2.656,2.618,3.692,1.344,10.396,2.713,28.433,12.073,5.324,2.331,24.288,90.615,33.416,1.487,0.884,2.123,1.076,5.738,0.313,0.0,0.354,2.518,1.938,0.871,11.012,3.358,1.763
ENSG00000178055,0.056,0.05,0.036,0.02,0.002,0.038,0.008,0.058,0.079,0.037,0.1,0.02,0.005,0.0,0.111,0.028,0.113,0.049,0.022,0.012,0.0,0.005,0.007,0.0,0.003,0.0,0.0,0.091,0.228,0.109,0.098,0.008,0.82,1.822,0.023,0.0,9.857,0.104,0.071,0.398,0.063,2.527,10.802,0.078,0.005,0.195,0.137,0.0,0.01,0.0,0.005,0.0,0.006,0.0,0.0,0.003,0.005
ENSG00000178057,27.465,9.161,9.93,14.916,30.276,15.603,9.403,5.247,13.931,9.274,6.466,21.796,17.214,10.977,14.329,14.136,23.962,17.64,12.821,30.047,56.246,56.393,23.217,128.366,53.586,12.608,33.686,44.062,20.64,37.902,27.709,13.761,14.118,15.491,43.218,53.826,56.944,53.592,31.433,32.452,28.22,85.345,79.37,25.765,24.726,23.197,33.694,11.34,5.565,10.44,13.077,22.836,14.888,42.037,7.419,14.707,15.328
ENSG00000178074,10.303,18.409,12.039,6.268,5.318,16.982,9.958,13.373,7.166,13.741,11.51,4.889,9.982,9.195,6.971,7.35,19.977,4.243,3.868,5.142,4.527,4.042,7.823,2.655,6.114,6.543,8.878,6.69,5.078,13.963,5.237,7.629,7.889,8.319,9.692,8.196,6.397,7.497,5.364,5.48,9.638,7.009,5.926,7.023,8.201,10.203,8.857,5.947,11.812,7.5,4.351,4.164,3.479,2.5,4.706,5.682,7.087
ENSG00000178075,0.933,0.624,0.16,0.99,1.854,2.869,0.417,1.041,1.436,0.393,0.223,0.742,0.339,0.104,0.061,0.018,3.472,0.45,0.385,0.407,0.579,0.113,0.415,0.08,0.261,0.319,2.133,7.957,1.295,3.477,6.949,0.387,4.106,7.776,3.297,2.54,0.269,4.882,0.38,11.323,0.064,0.187,0.314,2.014,2.171,4.016,1.662,0.122,1.763,1.136,0.1,0.163,0.071,1.187,0.003,0.341,0.33
ENSG00000178078,13.694,8.785,13.884,20.961,1.026,3.951,5.087,4.605,7.739,5.613,7.734,28.827,26.049,0.377,1.546,0.955,0.868,1.034,0.75,2.549,2.974,44.83,28.336,31.215,11.3,0.433,23.748,37.948,0.926,2.451,64.446,1.455,27.122,38.542,11.023,34.13,1.374,28.143,15.009,74.346,0.186,5.645,1.725,101.568,64.709,15.899,1.841,0.118,1.232,0.02,43.261,45.887,2.317,15.065,3.086,44.479,1.268
ENSG00000178081,0.719,3.401,1.713,0.063,0.24,0.022,0.533,0.136,0.349,0.899,1.178,0.162,0.19,0.396,0.447,0.426,8.322,0.715,0.384,0.405,0.154,0.313,0.203,0.279,0.214,1.876,1.781,0.07,1.238,0.557,0.335,0.33,0.513,0.318,0.253,0.519,0.424,1.144,0.173,0.716,0.253,0.88,0.605,0.068,0.141,1.113,0.347,4.116,0.733,1.635,0.292,0.151,0.119,0.362,0.047,0.029,0.086
ENSG00000178084,0.051,0.005,0.033,0.0,0.003,0.022,0.019,0.024,0.114,0.054,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.022,0.0,0.0,0.002,0.01,0.0,0.0,0.644,0.017,0.015,0.003,0.0,0.011,0.163,0.113,0.153,0.038,0.005,0.0,0.092,0.006,0.0,0.009,0.0,0.031,0.0,0.0
ENSG00000178093,1.845,1.505,0.762,1.009,0.54,2.497,1.94,2.726,1.276,1.44,1.595,0.683,1.557,2.595,3.842,4.892,1.305,1.37,1.377,2.58,0.708,0.687,0.501,0.442,0.716,2.201,0.434,0.614,0.726,1.086,1.129,0.802,0.765,0.954,0.48,1.227,0.502,1.29,2.237,2.875,2.065,0.628,0.503,1.822,1.487,3.121,3.304,1.653,1.059,1.449,1.712,0.736,0.586,0.857,1.314,0.701,0.354
ENSG00000178096,6.826,3.528,2.532,2.941,1.7,4.01,1.846,3.252,1.416,3.432,4.589,8.604,2.554,1.418,3.31,3.336,6.18,5.61,6.371,7.946,6.915,10.251,6.619,8.575,9.062,1.586,12.299,13.245,9.911,8.066,15.551,6.986,6.533,6.654,7.291,21.727,10.484,15.382,15.516,18.575,16.861,18.763,13.023,9.484,11.479,20.014,17.656,9.957,3.874,6.593,1.792,7.051,3.471,8.488,0.47,5.559,2.295
ENSG00000178104,3.856,2.462,2.569,3.866,4.292,1.839,3.871,4.161,3.493,2.906,3.011,2.561,9.669,8.417,8.135,5.412,8.401,10.763,8.251,11.976,7.268,3.396,4.528,0.815,3.182,4.197,14.605,6.116,36.94,14.869,3.269,27.798,8.55,6.382,19.559,4.663,101.673,6.89,2.037,5.955,207.727,106.139,79.128,4.931,6.513,3.615,4.848,1.475,1.786,1.826,1.312,6.242,21.885,1.56,27.259,5.964,15.716
ENSG00000178105,6.393,9.783,16.356,4.487,6.501,10.541,6.082,7.089,5.166,9.661,6.062,11.563,4.658,2.492,3.536,3.305,7.359,2.441,2.41,5.884,2.178,2.881,6.666,0.555,1.171,2.472,1.901,2.667,4.033,12.532,2.919,3.98,3.324,3.147,4.311,3.508,3.069,3.216,5.393,3.234,2.875,3.042,3.037,3.428,4.581,5.394,5.103,17.328,8.447,4.236,2.451,4.142,4.681,3.067,8.588,5.108,3.835
ENSG00000178115,0.277,0.03,0.012,0.042,0.158,0.025,0.042,0.0,0.032,0.0,0.041,0.104,0.166,0.575,1.226,1.338,3.798,0.325,0.34,0.117,0.082,0.102,0.163,0.047,0.217,1.829,0.058,0.054,0.153,0.426,0.49,0.131,1.109,0.906,1.059,0.196,0.36,0.694,0.718,2.889,0.095,0.791,0.358,0.158,0.137,0.269,0.311,0.262,0.0,0.142,0.082,0.011,0.098,0.196,0.026,0.042,0.069
ENSG00000178125,5.549,2.272,3.113,1.921,2.337,3.057,4.909,4.98,4.425,5.248,3.909,5.121,4.648,3.524,4.113,3.745,7.598,2.306,3.18,3.631,1.537,2.473,4.848,1.152,3.091,3.041,10.073,6.184,3.673,5.653,5.786,1.776,4.73,4.475,4.3,9.296,11.071,10.103,5.217,4.766,18.276,21.132,11.279,5.609,7.964,11.428,7.218,9.728,9.812,14.507,5.753,4.86,4.857,4.116,14.154,7.551,5.196
ENSG00000178127,50.119,55.717,68.164,34.52,58.576,58.545,26.436,30.019,35.595,51.173,30.338,27.3,20.618,69.24,60.681,54.568,24.53,12.746,12.529,27.378,24.685,23.394,27.839,20.511,27.922,38.556,59.348,149.533,13.395,38.508,56.117,7.852,19.396,19.28,30.956,100.786,172.669,116.263,25.138,50.459,116.766,201.005,184.982,52.038,47.354,56.977,47.794,31.061,54.065,45.75,54.29,27.151,20.884,12.25,101.74,33.202,23.941
ENSG00000178130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178149,10.916,8.112,6.632,6.218,8.518,12.321,8.635,11.397,13.585,9.592,9.561,6.899,17.755,16.171,18.365,17.376,25.81,21.405,19.479,25.798,17.009,16.586,10.687,33.57,20.503,13.818,4.507,4.062,27.913,5.623,10.403,34.008,19.458,19.434,15.233,17.25,4.642,11.678,15.035,23.465,4.437,4.544,7.465,10.345,9.643,14.243,13.308,10.723,6.346,12.844,13.416,16.537,10.665,19.962,9.948,11.508,11.261
ENSG00000178150,1.845,5.993,7.098,64.717,0.269,2.068,4.043,4.217,2.532,7.705,9.161,0.073,1.021,0.1,0.079,0.011,1.715,2.054,2.339,0.058,0.249,0.477,0.371,0.542,0.717,0.021,0.0,0.134,1.554,1.645,0.229,0.533,1.213,1.372,0.084,0.145,0.216,0.845,0.21,0.487,0.043,0.222,0.385,0.178,0.282,0.183,0.585,2.249,0.034,2.663,2.231,5.057,0.098,0.197,0.005,0.237,0.137
ENSG00000178163,4.107,1.622,3.118,8.255,5.473,11.226,10.814,14.542,7.649,7.455,2.573,4.526,6.13,7.218,10.285,12.425,7.154,5.991,5.955,4.547,1.744,2.954,7.102,1.936,5.174,4.887,3.408,0.845,5.672,2.385,3.17,8.183,6.167,5.945,2.695,2.883,4.943,2.219,5.856,0.849,7.71,4.298,4.178,3.24,3.313,8.054,3.802,4.468,9.899,0.0,0.0,2.776,7.144,5.043,18.666,6.351,5.497
ENSG00000178171,0.02,0.067,0.239,0.001,0.0,0.003,0.427,0.044,0.097,0.148,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,3.384,2.503,0.013,12.713,0.703,0.516,5.422,0.562,0.0,0.005,0.0,1.612,0.001,0.01,0.0,0.097,0.425,0.018,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.991,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,8.552,73.246,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.248,0.056,0.041,0.0,0.022,0.0,0.035,0.119,0.044,0.036,0.007,0.031,0.019,0.431,0.019,5.929,0.022,0.625,0.017,0.876,0.0,3.717,0.0,0.0,0.0,30.159,0.0
ENSG00000178175,0.024,0.0,0.0,0.487,0.025,0.001,0.0,0.051,0.685,0.023,0.0,0.049,0.005,0.449,0.06,0.071,0.004,0.004,0.0,0.006,0.005,0.0,0.0,0.077,0.263,0.369,0.087,0.618,1.152,1.666,1.447,0.664,1.384,1.384,1.615,0.52,3.363,0.978,1.47,0.852,1.224,2.709,2.359,1.438,1.53,0.616,2.882,0.0,0.0,0.0,0.0,0.0,0.368,1.301,0.0,0.0,0.003
ENSG00000178177,4.264,3.426,1.827,3.762,3.155,11.586,5.637,6.165,7.737,4.179,2.926,1.642,1.592,1.388,1.674,1.682,3.335,4.325,5.282,1.82,0.86,0.649,1.898,0.894,2.375,2.458,2.758,1.659,5.872,1.823,1.479,7.087,10.176,9.171,4.459,2.069,1.033,1.415,2.739,1.418,1.906,0.769,1.046,1.351,2.487,2.346,1.669,2.949,4.859,3.32,1.857,0.903,1.948,1.171,4.603,1.016,2.527
